16360,0.0,1.0,5.0,1.0,9999.0,70.0,11
8880,3.0,1.0,5.0,1.0,70000.0,66.0,11
21500,1.0,0.0,7.0,1.0,24215.0,85.0,1
10390,5.0,1.0,5.0,0.0,1.0,56.0,3
22480,0.0,0.0,7.0,1.0,9530.0,85.0,17
23488,4.0,0.0,6.0,1.0,19999.0,121.0,20
9240,3.0,1.0,5.0,1.0,27777.0,66.0,7
17450,1.0,0.0,7.0,3.0,72000.0,81.0,16
36312,7.0,0.0,7.0,0.0,1647.3626086956522,165.0,21
9990,5.0,1.0,5.0,1.0,40433.0,66.0,13
22990,4.0,0.0,6.0,1.0,24276.0,121.0,22
21985,0.0,1.0,6.0,0.0,3500.0,85.0,13
10389,5.0,1.0,5.0,0.0,1000.0,56.0,11
17950,5.0,0.0,6.0,1.0,20658.0,87.0,8
11390,3.0,1.0,5.0,0.0,7.0,55.0,8
35500,7.0,0.0,6.0,1.0,9900.0,165.0,21
11890,0.0,1.0,5.0,3.0,73945.0,70.0,8
30800,4.0,0.0,8.0,0.0,11300.0,191.0,23
16790,2.0,0.0,6.0,1.0,26097.0,100.0,16
12480,4.0,1.0,6.0,2.0,112218.0,100.0,19
19890,1.0,0.0,7.0,2.0,39800.0,81.0,3
26980,2.0,0.0,6.0,0.0,20.0,110.0,21
10950,1.0,1.0,6.0,3.0,122189.0,81.0,17
22400,0.0,0.0,7.0,1.0,31468.0,71.0,12
23500,0.0,0.0,7.0,1.0,20700.0,85.0,6
12950,3.0,2.0,5.0,3.0,29951.0,66.0,5
8470,5.0,1.0,5.0,3.0,87860.0,66.0,7
11199,3.0,1.0,5.0,0.0,8.0,51.0,6
26890,0.0,0.0,7.0,0.0,12.0,85.0,18
18525,2.0,1.0,5.0,0.0,1647.3626086956522,77.0,11
11500,4.0,1.0,6.0,3.0,87301.0,100.0,15
9890,2.0,1.0,6.0,2.0,131294.0,81.0,17
22600,0.0,1.0,6.0,0.0,10.0,85.0,6
27380,0.0,0.0,7.0,0.0,1647.3626086956522,85.0,15
31360,7.0,0.0,6.0,0.0,10.0,118.0,13
18990,1.0,0.0,7.0,2.0,48000.0,81.0,10
10900,4.0,0.0,6.0,3.0,84900.0,100.0,23
10790,5.0,1.0,5.0,0.0,0.0,56.0,6
12000,4.0,1.0,6.0,3.0,115000.0,100.0,9
22900,1.0,0.0,7.0,1.0,17976.0,85.0,2
12990,2.0,1.0,6.0,2.0,28861.0,81.0,10
16840,0.0,0.0,7.0,3.0,49800.0,92.0,15
39490,4.0,0.0,6.0,0.0,12500.0,146.0,26
13999,3.0,0.0,6.0,1.0,15545.0,66.0,16
18640,1.0,0.0,6.0,3.0,41350.0,110.0,12
14750,3.0,0.0,6.0,0.0,5695.0,66.0,10
14780,0.0,1.0,5.0,2.0,16527.0,66.0,11
13490,3.0,0.0,6.0,2.0,8864.0,66.0,15
8490,5.0,1.0,5.0,3.0,95000.0,55.0,3
21400,1.0,1.0,6.0,1.0,19900.0,85.0,4
27000,0.0,0.0,7.0,0.0,900.0,85.0,16
12750,3.0,0.0,6.0,0.0,6730.0,66.0,8
9500,5.0,1.0,5.0,1.0,4991.0,54.0,8
15900,0.0,0.0,7.0,3.0,40000.0,85.0,4
9890,5.0,1.0,5.0,2.0,62858.0,66.0,1
15990,5.0,0.0,6.0,1.0,6305.0,87.0,13
13850,3.0,0.0,6.0,1.0,6950.0,66.0,15
10499,3.0,1.0,5.0,0.0,325.0,51.0,3
24950,7.0,1.0,6.0,3.0,56262.0,96.0,18
7890,3.0,1.0,5.0,3.0,26500.0,51.0,4
10700,5.0,1.0,5.0,1.0,11611.0,54.0,7
20500,1.0,1.0,6.0,1.0,8275.0,85.0,6
16950,0.0,1.0,5.0,1.0,24990.0,66.0,16
15970,0.0,1.0,5.0,1.0,15000.0,60.0,12
20800,1.0,0.0,7.0,2.0,28605.0,85.0,11
19250,4.0,0.0,6.0,1.0,27103.0,100.0,18
16800,0.0,1.0,5.0,1.0,11300.0,70.0,7
26950,2.0,0.0,6.0,0.0,8.0,110.0,22
29675,4.0,0.0,6.0,0.0,1647.3626086956522,121.0,18
20900,0.0,0.0,7.0,1.0,2658.0,70.0,16
10900,2.0,1.0,6.0,3.0,72000.0,81.0,7
25500,0.0,0.0,7.0,0.0,10.0,85.0,8
17890,1.0,1.0,6.0,2.0,70100.0,85.0,4
21890,1.0,0.0,7.0,1.0,16614.0,85.0,6
8750,3.0,1.0,5.0,2.0,42492.0,66.0,4
8999,2.0,1.0,6.0,3.0,183400.0,100.0,19
11000,4.0,1.0,6.0,2.0,10500.0,88.0,10
7890,3.0,1.0,5.0,3.0,39910.0,51.0,4
21350,4.0,1.0,6.0,1.0,27000.0,125.0,22
14990,3.0,0.0,6.0,0.0,10.0,66.0,16
12990,0.0,1.0,5.0,3.0,17631.0,70.0,11
22500,1.0,0.0,7.0,1.0,28161.0,85.0,6
12490,4.0,1.0,6.0,3.0,65295.0,100.0,15
22880,0.0,1.0,6.0,0.0,9700.0,85.0,11
9440,2.0,1.0,6.0,3.0,58225.0,81.0,10
23990,7.0,0.0,7.0,3.0,34773.0,147.0,2
14666,3.0,0.0,6.0,1.0,233.0,66.0,15
21500,1.0,0.0,7.0,2.0,16300.0,85.0,4
12500,2.0,1.0,6.0,2.0,74800.0,81.0,16
25900,1.0,0.0,7.0,0.0,12500.0,85.0,4
25780,0.0,0.0,7.0,0.0,8000.0,85.0,17
29290,4.0,0.0,6.0,0.0,10.0,121.0,23
18900,1.0,1.0,6.0,2.0,31085.0,85.0,16
29990,7.0,0.0,6.0,1.0,27893.0,118.0,27
23600,4.0,1.0,6.0,0.0,1.0,122.0,19
8500,3.0,1.0,5.0,2.0,25900.0,66.0,4
12500,0.0,1.0,5.0,3.0,64000.0,66.0,3
9980,2.0,1.0,6.0,3.0,68500.0,85.0,8
20850,1.0,0.0,7.0,2.0,40000.0,85.0,19
24500,1.0,1.0,6.0,0.0,10.0,110.0,2
18900,1.0,1.0,6.0,2.0,25400.0,85.0,17
11390,3.0,1.0,5.0,0.0,100.0,51.0,5
24742,4.0,1.0,6.0,0.0,1.0,122.0,8
19500,1.0,1.0,6.0,1.0,26000.0,85.0,16
19800,1.0,1.0,6.0,2.0,30537.0,85.0,6
23595,4.0,0.0,6.0,1.0,20200.0,121.0,18
9600,2.0,1.0,6.0,2.0,66000.0,81.0,3
33300,7.0,0.0,6.0,0.0,10.0,118.0,21
14999,2.0,1.0,6.0,1.0,54497.0,92.0,18
32900,7.0,0.0,7.0,1.0,9712.0,165.0,28
23500,1.0,0.0,7.0,0.0,3811.0,85.0,11
10990,2.0,1.0,6.0,2.0,68254.0,81.0,17
29990,7.0,0.0,6.0,2.0,25000.0,119.0,14
5700,5.0,1.0,5.0,3.0,140000.0,55.0,3
35580,7.0,0.0,6.0,0.0,99.0,165.0,13
19200,1.0,1.0,6.0,2.0,23190.0,85.0,18
17495,4.0,1.0,6.0,2.0,57400.0,125.0,20
11590,2.0,1.0,6.0,2.0,37900.0,81.0,10
24800,1.0,1.0,6.0,0.0,27.0,85.0,6
26200,1.0,0.0,7.0,0.0,1647.3626086956522,85.0,11
31490,7.0,0.0,6.0,2.0,39990.0,118.0,4
11900,0.0,1.0,5.0,3.0,43120.0,60.0,4
7950,5.0,1.0,5.0,3.0,93000.0,55.0,5
25000,1.0,2.0,7.0,1.0,2800.0,85.0,4
29900,7.0,0.0,7.0,1.0,14600.0,165.0,16
16890,0.0,1.0,5.0,1.0,10000.0,85.0,8
15890,2.0,0.0,6.0,3.0,31265.0,110.0,19
18800,1.0,1.0,6.0,2.0,35000.0,81.0,12
33450,4.0,0.0,6.0,0.0,12500.0,147.0,18
8490,3.0,1.0,5.0,2.0,32084.0,66.0,4
16990,1.0,0.0,7.0,2.0,36700.0,85.0,14
15905,5.0,0.0,6.0,1.0,16800.0,88.0,17
17490,4.0,0.0,6.0,3.0,48200.0,100.0,12
23490,2.0,0.0,6.0,0.0,1500.0,110.0,20
16980,0.0,1.0,5.0,1.0,25427.0,66.0,15
14990,2.0,1.0,6.0,1.0,19111.0,110.0,16
26000,1.0,2.0,6.0,2.0,90000.0,110.0,4
15500,4.0,1.0,6.0,3.0,120000.0,125.0,18
14900,2.0,0.0,6.0,3.0,69000.0,100.0,8
8490,5.0,1.0,5.0,3.0,49178.0,54.0,9
16890,2.0,0.0,6.0,1.0,7517.0,100.0,16
12955,2.0,1.0,6.0,2.0,37527.0,81.0,3
10970,5.0,1.0,5.0,0.0,1.0,56.0,6
13480,4.0,0.0,6.0,3.0,94500.0,100.0,14
15790,4.0,1.0,6.0,3.0,60000.0,88.0,18
19990,0.0,0.0,7.0,1.0,6722.0,70.0,11
12940,4.0,0.0,6.0,3.0,78900.0,100.0,18
19300,5.0,0.0,6.0,0.0,10.0,66.0,12
35990,4.0,1.0,6.0,0.0,2348.0,100.0,14
8490,5.0,1.0,5.0,2.0,32481.0,55.0,6
8550,3.0,1.0,5.0,2.0,39700.0,66.0,6
55000,1.0,2.0,7.0,1.0,30000.0,294.0,3
9000,5.0,1.0,5.0,2.0,63000.0,55.0,8
18990,1.0,1.0,6.0,1.0,41000.0,85.0,14
14950,2.0,0.0,6.0,2.0,43300.0,100.0,17
8990,5.0,1.0,5.0,2.0,40328.0,55.0,6
8400,5.0,1.0,5.0,3.0,35305.0,54.0,3
19500,1.0,1.0,6.0,2.0,83000.0,133.0,21
7690,3.0,1.0,5.0,3.0,89000.0,51.0,7
9800,3.0,1.0,5.0,1.0,23800.0,51.0,6
10990,3.0,1.0,5.0,0.0,5550.0,66.0,4
21980,1.0,1.0,6.0,0.0,10.0,85.0,11
34985,7.0,0.0,6.0,1.0,120.0,118.0,26
17690,2.0,1.0,5.0,0.0,10.0,66.0,12
16889,0.0,1.0,5.0,1.0,6383.0,60.0,15
9900,5.0,1.0,5.0,0.0,1647.3626086956522,66.0,9
13489,4.0,1.0,6.0,3.0,82743.0,100.0,14
23900,1.0,0.0,7.0,0.0,10.0,85.0,15
8750,3.0,1.0,5.0,2.0,25700.0,51.0,4
23950,0.0,0.0,7.0,0.0,3500.0,85.0,13
9800,5.0,1.0,5.0,2.0,74900.0,66.0,8
14490,4.0,1.0,6.0,2.0,32294.0,101.0,5
21900,0.0,0.0,7.0,1.0,13417.0,71.0,11
19588,0.0,1.0,6.0,0.0,10.0,85.0,9
21480,2.0,0.0,6.0,0.0,1.0,110.0,8
8900,3.0,0.0,6.0,2.0,43731.0,51.0,25
7680,2.0,1.0,6.0,3.0,176476.0,100.0,11
25000,1.0,2.0,7.0,2.0,47000.0,85.0,4
16220,0.0,1.0,5.0,0.0,1647.3626086956522,70.0,17
16000,1.0,1.0,6.0,3.0,61000.0,81.0,14
29385,7.0,0.0,6.0,1.0,32001.0,165.0,20
15669,1.0,0.0,7.0,3.0,118290.0,81.0,15
14590,1.0,0.0,7.0,3.0,160385.0,81.0,15
10690,5.0,1.0,5.0,0.0,3000.0,56.0,6
16900,0.0,0.0,7.0,3.0,3150.0,70.0,4
